Prop_ID,Name,Location,Zip
Q208,Litchhult Square,"Jamaica Ave., Hempstead Ave. bet. 212 Pl and 213 St.",11429
Q207,MacDonald Park,Queens Blvd. bet. Yellowstone Blvd. and 70 Rd.,11375
Q209,Lawrence Triangle,"Parsons Blvd., 147 St. bet. Elm Ave. and 45 Ave.",11355
Q031A,Doughboy Plaza,Woodside Ave. bet. 54 St. and 56 St.,11377
X088,Pugsley Creek Park,"Randall Ave., Lacombe Ave., Soundview Ave. bet. White Plains Rd. and Olmstead Ave.",10473
X086,Charlton Garden,E 164 St bet. Cauldwell Av and Boston Rd,10456
X087,Zimmerman Playground,Britton St. bet. Olinville Ave. and Barker Ave.,10467
X084,D'Onofrio Square,White Plains Rd. bet. E. 213 St. and E. 215 St.,10467
X085,Slattery Playground,E. 183 St. bet. Valentine Ave. and Ryer,10458
X082,University Malls,University Av bet. W 174 St and W Tremont Av,10453
X080,Henry Hudson Park,"Palisade Av, Kappock St,  Independence A",10463
X081,Mount Eden Malls,Mount Eden Pkwy bet. Weeks Av and Walton Av,"10452, 10457"
X077,Featherbed Triangle,Dr. MLK Jr. Blvd and Featherbed La.,10453
X078,Franklin Triangle,3 Ave. at Franklin Ave.,10456
X079,Major General John R Brown Triangle,W. Kingsbridge Rd. and Sedgwick Ave.,10463
X070,Heath Triangle,Bailey Ave. at Heath Ave.,"10463, 10468"
X071,Whalen Grove,Crotona Ave. at Grote St. and Garden St.,10457
M395,Adrienne's Playground,La Guardia Pl. bet. W. 3 St. and Bleecker St.,10012
X068,D'Auria-Murphy Triangle,Adams Pl bet. Cresent Av and E 183 St,10458
X069,Hutton Triangle,E. 182 St. at Quarry Rd. and Arthur Ave.,10457
X067,Martin Luther King Triangle,Shakespeare Av at W 168 St and Wodycrest Av,10452
X060,Sheridan Triangle,"Mosholu Ave., Broadway, David Sheridan Plaza",10471
X061,Flood Triangle,E. 188 St. at 3 Ave. and Washington Ave.,10458
X064,Bryant Triangle,"Bryant Ave., Westchester Ave., Longfellow Ave.",10459
X065,Woodrow Wilson Triangle,"Soundview Ave., Underhill Ave., Patterson Ave.",10473
X062,Beatty Plaza,E. 169 St and Franklin Ave,10456
X063,Martin Luther King Triangle,Austin Pl. at E. 149 St.,10455
M004,Allen Mall One,"E Houston St, E Broadway",10002
M003,Annunciation Park,"Convent and Amsterdam Av, W 135 St",10031
M002,Ahearn Park,"Grand St, E Broadway and Willet St",10002
M001,Abingdon Square,"Hudson St, 8 Av, W 12 St",10014
M009,Bennett Park,"Ft Washington Av, W 183 St, Pinehurst Av",10033
M008,Bryant Park,"bet. 5 and 6 Av, W 40 St and W 42 St",10018
Q231,Sergeant Colyer Square,"Rockaway Blvd., 120 Ave. bet. 132 St. and 133 St.",11420
M007,Bowling Green,Broadway and Whitehall St.,10004
M006,Tribeca Park,"Walker St., Beach St. bet. St. John's La. and Ave. of the Americas",10013
M005,Battery Park,"Battery Pl, State St and Whitehall St","10004, 10280"
BZ157,Greenstreet,Kings Hwy btw Troy Ave & E 41st St (ne),null
Q223,Fresh Meadows Park,Horace Harding Exwy. Sr. Rd. S. bet. 188 St. and 190 St.,11365
Q224,Calvary Monument,"First Calvery, Greenpoint Ave., Gale St.",11101
BZ155,Greenstreet,Kings Hwy btw Troy Ave & E 41st St (nw),null
Q221,Farm Playground,73 Ave. bet. 195 St. and 196 Pl.,11365
Q222,Glenwood Landing,"Glenwood St., 39 Rd.",11363
Q225,Veterans Park,Cross Bay Blvd. bet. E. 4 Rd. and E. 6 Rd.,11693
BZ158,Greenstreet,Kings Hwy btw Troy Ave & E 41st St (e),null
Q226,Hallets Cove Playground,"Vernon Blvd., Main Ave. to Astoria Blvd., 1 St.","11102, 11106"
X148B2,Park,W. Mount Eden Ave. at Macombs Rd.,10452
M013,City Hall Park,"Broadway, Park Row and Chambers St",10007
M012,Christopher Park,"Christopher St, Grove St, W 4 St",10014
X148C7,Jerome Playground South,S/s Cross Bronx Exwy bet. Townsend Av and Jerome Av,10452
M015,Columbus Park,"Baxter St, Mulberry St, Bayard St and Park",10013
M014,Jackie Robinson Park,"Bradhurst Av and Edgecombe Av, W 145 St To",10039
M011,Chelsea Park,"9 Av To 10 Av, W 27 St To W 28 St",10001
M010,Central Park,"5 Av To Central Park W, 59 St To 110 St","10023, 10024, 10025"
M017,Corlears Hook Park,"Jackson St, Cherry St, FDR Drive",10002
M016,Cooper Triangle,"3 Av To 4 Av, E 6 St To E 7 St",10003
M019,Coleman Playground,"Cherry St, Pike St, Monroe St",10002
M018,Carmansville Playground,"Amsterdam Av, W 151 St To W 152 St",10031
Q232,Dwyer Square,"Northern Blvd., 34 Ave. bet. 47 St. and 48 St.",11101
X148C1,Featherbenches,Fetherbed La bet. Davidson Av and Jerome Av,10452
X148C5,Jennie Jerome Playground,Jerome Av bet. E 174 St and the Cross Bronx Exwy Entrance Ramp,10453
X148C3,Inwood Park,W Mount Eden Av bet. Inwood and Jerome Av,10452
Q245,Hollis Veterans Square,"Jamaica Ave., Hollis Ave., 187 Pl.",11423
Q246,Travis Triangle,"Murray La., Murray St. bet. 34 Ave. and 35 Ave.",11354
Q243,Norelli-Hargreaves Memorial Triangle,"Liberty Ave., 101 Ave. bet. Waltham St. and 146 St.",11435
X148D1,Morris Mesa,N/s Cross Bronx Exwy bet. Morris Av and Grand Concourse,10457
Q262,Alameda Malls,"Alameda Ave. bet. Northern Blvd., Hanford St. and Northern Blvd., 247 St.",11362
B149A,Elton Playground,Elton St. bet. New Lots Ave. and Hegeman Ave.,11208
B149B,Linwood Playground,Linwood St. bet. New Lots Ave. and Hegeman Ave.,11208
Q259,Veterans' Circle,Rockaway Beach Blvd. bet. Beach 120 St. and Beach 121 St.,11694
Q254,Corporal Frank F. Fagan Sq.,"48 St., Newtown Rd., Broadway",11377
Q257,Lt. Clinton L .Whiting Square,84 St. bet. 91 Ave. and 91 Ave.,11421
Q275,Patricia A. Brackley Park,"Beach Channel Dr., Cronston Ave., Beach 124 St.",11694
Q268,Bell Malls,Bell Blvd. bet. 48 Ave. and Horace Harding Exwy. Sr. Rd. N.,11364
Q267,Court Square Park,Jackson Ave. bet. Court Sq. and Thomson Ave.,11101
Q266,Westbourne Playground,"Mott Ave., Westbourne Ave. bet. Bay 28 St. and Bay 25 St.",11691
Q281,Nakks Malls,110 Ave. bet. 213 St. and 217 St.,11429
Q283,225 Street Malls,225 St. bet. 135 Ave. and 141 Ave.,11413
Q284,Sixteen Oaks Grove,"37 Ave., 14 St., 21 St.",11101
Q285,John Adams Playground,Centreville St. bet. 133 Ave. and 103 St.,11417
Q277,South Gate Mall,Southgate Plaza bet. 140 Ave. and 139 Ave.,11413
Q296,Playground Thirty Five XXXV,35 Ave. bet. Steinway St. and 41 St.,11101
Q294,Utopia Playground,"73 Ave., Jewel Ave. bet. Utopia Pkwy. and 179 St.",11365
B210G,Park,3 Ave. bet. Hamilton Ave. and 16 St.,11215
B210H,Harold Ickes Playground,Hamitlon Ave. ber. Van Brunt St. and Woodull St.,11231
Q293,Saul Weprin Playground,56 Ave. bet. 201 St. and 202 St.,11364
B210I,Gonzalo Plasencia Playground,3 Ave. bet. 40 St. and 41 St.,11232
Q290,"Uncle" Vito E. Maranzano Glendale Playground,Central Ave. bet. 70 St. and 71 St.,11385
B210J,Pena Herrera Park,3 Ave. bet. 47 St. and 46 St.,11220
Q291,Starr Playground,Onderdonk Ave. bet. Starr St. and Willoughby Ave.,11385
B210C,Cough Triangle,"Hamilton Ave., Court St. Garnet St.",11231
B210F,Admiral Triangle,"Hamilton Ave., Nelson St. Clinton St.",11231
B210A,John Allen Payne Park,3 Ave. bet. 64 St. and 65 St.,11220
B210B,D'Emic Playground,3 Ave. bet. 35 St. and 34 St.,11232
X148H2,Fairmount Playground,Prospect Ave. bet. N/B Cross Bronx Exwy. and Fairmount Pl.,10460
X148H1,Prospect Playground,Fairmount Pl bet. Clinton Av and Prospect Av,10457
Q289,Pinocchio Playground,"74 St., 75 St. bet. Cooper Ave. and 78 Ave.",11385
B210W,John J Carty Park,Ft. Hamilton Pkwy. bet. 94 St. and 101 St.,11209
B210V,Park,Dahlgreen Pl. bet. Exit 17 and Ft. Hill Pl.,11228
Q299,Overlook Park,"Ditmars Blvd., 22 Dr. bet. 97 St. and 100 St.",11369
Q298,Paul Raimonda Playground,20 Ave. bet. 47 St. and 48 St.,11105
B210P,Dan Ross Playground,7 Ave. bet. 81 St. and 82 St.,11209
X148J2,Boone Slope,N/B Cross Bronx Exwy Exit Ramp bet. Boone Av and W Farms Rd,10460
X147A-ZN02,Starlight Park Zone 2,"E 174 TO E 177 STS, BRONX RIVER, AMTRAK AND BUS DEPOT",null
M093,Father Duffy Square,"Broadway, W. 46 St. To W. 47 St., 7 Ave.",10036
M094,Broadway Malls,"Broadway, Columbus Circle To W 110 St","10023, 10024, 10025"
M095,Broadway Malls,"Broadway, W. 135 St. To W. 156 St.","10031, 10032"
M090,Lafayette Square,"Manhattan Av, W 114 St, Morningside Av",10026
M091,Bennett Rest,"Henry Hudson Pkwy, Cabrini Blvd, at W186 St","10033, 10040"
M089,Union Square Park,"Broadway To 4 Ave., E 14 St. To E 17 St.",10003
M086,Stuyvesant Square,"Rutherford Pl. To N D Perlman Pl., E 15 St. To E 17 St.",10003
M085,Straus Park,"Broadway, W. 106 St., W. End Ave.",10025
R075G,Bradys Pond Park,"SI Expressway, Hylan Blvd., Narrows Rd. S.",10305
M088,Tompkins Square Park,"Ave. A To Ave. B, E. 7 St. To E. 10 St.",10009
R075D,Sports Park,"SI Expressway, Manor Rd. and Schmidts La.",10314
M087,Sakura Park,"Riverside Dr., Claremont Ave. To W. 122 St.",10027
R075B,Westwood Park,"SI Expressway, Woodward Ave., Wooley Ave. and Westwood Ave.",10314
R075C,Ingram Woods,"SI Expressway, Warwick Ave., Purdy Ave., and Ingram Ave.",10314
R075A,Father Macris Park,"S/s Of SI Expressway., Exit 6, Fahy Ave., Lamberts La.",10314
X148K1,Park,S/B Cross Bronx Exwy SR bet. Rosedale and Commonwealth Av,10472
X148K2,St. Lawrence Triangle,"S/B Cross Bronx Exwy Service Rd, St Lawrence Av, E 174 St",10472
X148K3,Wood Park,"Thieriot Av, Wood Av, N/B Cross Bronx Exwy Service Rd",10460
X148K4,Park,"S/B Cross Bronx Exwy Service Rd, McGraw Av, Taylor Av",10472
QZ157,Mgsr. Arcese Tri.,Rockaway Blvd & 103 Av & 91 St,null
M099,J. Hood Wright Park,W. 173 St. bet. Haven Ave. and Ft. Washington Ave.,10033
M098,Washington Square Park,"5 Ave, Waverly Pl., W. 4 St. and Macdougal St.",10011
M097,Verdi Square,"Broadway, Amsterdam Ave. and W. 73 St.",10023
M096,Adam Clayton Powell Jr. Malls,"7 Ave., W. 110 St. To W. 152 St.","10026, 10027, 10030, 10039"
X147A-ZN01,Starlight Park Zone 1,"E 172 TO BRIDGE N/O E 174 STS, SHERIDAN EXWY, BRONX RIVER",null
B255F,Detective Joseph Mayrose Park,"N/B Prospect Exwy., 17 St., bet. 6 Ave. and 7 Ave.",11215
B255G,Butterfly Gardens,7 Ave. bet. 18 St. and 17 St.,11215
B255D,Park,"Prospect Ave., 6 Ave., Prospect Exwy.",11215
B255E,Park,"S/B Prospect Exwy. bet. 6 Ave., 7 Ave., and 18 St.",11215
X148L1,Virginia Park,White Plains Rd bet. S/B Cross Bronx Exwy and Westchester Av,"10460, 10462"
B255C,Park,17 St. bet. 5 Ave. and 6 Ave.,11215
B255N,Park,Ocean Pkwy. at E. 8 St.,11218
B255O,Park,18 St. bet. 10 Ave. and Prospect Park West,11215
B255L,Park,Vanderbilt St. bet. E. 4 St. and E. 5 St.,11218
B255M,Park,Sherman St. at Ocean Pkwy.,11218
M070,Queensboro Oval,"West of York Ave., E 59 St. To E 60 St.",10022
B255J,Seeley Park,S/B Prospect Exwy. bet. Seeley St. and Vanderbilt St.,11218
M071,Riverside Park,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.","10023, 10024, 10025"
B255K,Sitting Area,N/B Prospect Exwy. bet. Seeley St. and Greenwood Ave.,11218
M072,Riverside Park,"Riverside Dr to Henry Hudson Pkwy, W 153 St","10027, 10031"
B255H,Thomas J. Cuite Park,19 St. bet. 11 Ave. and Seeley St.,11218
M073,Roger Morris Park,"Jumel Terr To Edgecombe Av, W 160 St To W 162 St",10032
B255I,Park,18 St. bet. 11 Ave. and Seeley St.,11218
M064,Lillian D Wald Playground,"Cherry St, Montgomery St and Gouverneur St",10002
M063,Gertrude Ederle Recreation Center,"W. 59 St., W. 60 St., bet. Amsterdam Ave. and W. End Ave.",10023
M066,Dr. Gertrude B. Kelly Playground,"W. 17 St., 8 Ave. To 9 Ave.",10011
M065,Luther Gulick Playground,"Columbia St, Delancey St and Bialystoker Pl",10002
M067,Sophie Irene Loeb,"Henry St., Market St., E. Broadway",10002
M069,Vesuvio Playground,Thompson St bet. Spring St and Prince St,10012
QZ06,O'Conner's Tail,Broadway & 78 St,null
QZ05,Greenstreet,Corona Av & 104 St,null
QZ04,Answer Triangle,Aske Av & Roosevelt Ave & Whitney Ave,null
X148M1,Havemeyer Playground,"N/B Cross Bronx Exwy Service Rd, Watson Av, Havemeyer Ave",10462
QZ01,Greenstreet,48 St Bet 54 Av & 54 Rd,null
M080,Schiff Mall,Delancey St bet. Bowery and Essex St,10002
QZ137,Greenstreet,Jackson Avnue & Queens Boulevard,null
M083,Sherman Square,Broadway and Amsterdam Ave. At W. 70 St.,10023
M081,Carl Schurz Park,"East End Av To East River, E 84 St To E 90 St",10028
M082,Seward Park,"Canal St, Essex St, Jefferson St and E Broadway",10002
M077,St. Nicholas Park,"St. Nicholas Ave., St. Nicholas Ter. bet. W. 128 St. and W. 141 St.","10027, 10031"
M076,St. Vartan Park,"1 Ave. To 2 Ave., E. 35 St. To E. 36 St.",10016
M079,St. Catherine's Park,"1 Ave., E. 67 St. To E. 68 St.",10065
BT10,Holocaust Memorial Park,Shore Blvd. and Emmons Ave.. Neptune Ave.,11235
M051,Richard Tucker Square,"Broadway To Columbus Ave, W. 66 St.",10023
QZ126,Joseph Caminetti Greenstreet,Corona Av & Otis Ave & 54 Ave,null
M045,John Jay Park,"FDR Dr., E 76 St. To E 78 St.",10021
M046,Vietnam Veterans Plaza,N/S South St bet. Broad St and Old Slip,10004
M047,Thomas Jefferson Park,"1 Ave., FDR Dr., bet. E. 111 St. and E. 114 St.",10029
M048,Joan Of Arc Park,"Riverside Dr., W. 91 St. To W. 95 St.","10024, 10025"
M041,Alexander Hamilton Playground,"Hamilton Pl., W. 140 St. To W. 141 St.",10031
M042,Inwood Hill Park,"Dyckman St, Hudson River, Harlem River S","10033, 10034"
M043,Isham Park,"Broadway, Park Terrace, Seaman Ave. and Indian Rd. bet. Isham St., W 214 St., and W 218 St.",10034
M044,Jackson Square,"8 Ave. To Greenwich Ave., Horatio St.",10014
M062,Grand Army Plaza,"5 Av, W 58 St To W 59 St",10019
M061,Plaza Lafayette,"Riverside Dr., W. 181 St. To Haven Ave.",10033
M058,Marcus Garvey Park,"Madison Ave, E. 120 St. to E. 124 St.",10027
M059,Murphy's Brother's Playground,"Ave. C, FDR Dr., E. 17 St.",10009
M056,Morningside Park,"W 110 St To W 123 St, Manhattan Av To Morningside Av",10026
M054,Mitchel Square,"Broadway, St Nicholas Av, W 166 St To W 168 St",10032
M055,Montefiore Square,"Broadway, Hamilton Pl., W. 138 St.",10031
M052,Madison Square Park,"Broadway To Madison Av, E 23 St To E 26 St",10010
M053,Theodore Roosevelt Park,"Central Park W, Columbus Av, W 77 To W 81 Sts",10024
QZ104,Lost Community Triangle,Union Tpke & 267 St  ,null
M027,Downing Street Playground,"Downing St to Carmine St, Av Of Americas",10014
M028,Fort Washington Park,"Riverside Dr., Hudson River, W. 155 St. to Dyckman St.","10032, 10033, 10034"
B304,Kennedy King Playground,"E. 93 St. to E. 94 St., between Lenox Rd. and Clarkson Ave.",11212
M029,Fort Tryon Park,"Riverside Dr To Broadway, W 192 St To Dyckman St",10040
B305,P.S. 279 Playground,E. 103 St. to E. 104 St. between Ave. J and Ave. K,11236
B306,Playground 286,Ave. Y between Brown St. and Haring St.,11235
B300,Oracle Playground,"Adelphi St., Myrtle Ave., Clermont Ave.",11205
B301,Greene Playground,Greene Ave. bet. Waverly Ave. and Washington Ave.,11238
B302,Charlie's Place,"Ellery St. at Delmonico Pl., Hopkinds St. bet. Tompkins Ave. and Throop Ave.",11206
M020,Dante Park,"Broadway, Columbus Av, W 63 St",10023
M021,A Philip Randolph Square,"7 Av, St Nicholas Av, W 117 St",10026
M022,De Witt Clinton Park,"W. 52 St. To W. 54 St., 11 Ave. To 12 Ave.",10019
M023,Donnellan Square,"St Nicholas Av, W 150 St To St Nicholas Av",10031
B307,Tiger Playground,Evergreen Ave. between Eldert St. and Covert St.,11207
M024,Dorrance Brooks Square,"W 136 St To W 137 St, St Nicholas Av, Edgecom Av",10030
B308,Yak Playground,Ave. Y between Coyle St. and Batchelder St.,11235
QZ108,Veteran's Square,FL Blvd & Sunrise Hwy/So. Conduit Av,null
M025,Duane Park,"Hudson St., Duane St.",10013
B309,Pink Playground,Stanley Ave. and Eldert La.,11208
M026,Dyckman House Museum,Broadway and W. 204 St.,10034
M040,Johnny Hartman Square,"Amsterdam Av, W 143 St and Hamilton Pl",10031
M038,James J Walker Park,"Hudson St, St Luke's Pl, Clarkson St, 7 Av",10014
M039,Harlem River Park,Harlem River Dr. from E. 131 St. to W. 145 St. and W. 155 St. to Dyckman St.,"10032, 10033, 10034, 10037, 10039, 10040, 10451"
M032,Greeley Square Park,"Broadway, Av Of Americas, bet. W 32 St and W 33 St",10001
M033,Hamilton Fish Park,"E Houston St, Stanton St, Sheriff St, Pitt St",10002
M030,Thomas Paine Park,"Lafayette St., Centre St. bet. Worth St., Pearl St. and Duane St.",10007
M031,Gorman Park,"Broadway To Wadsworth Terr, W 189 St To W 190 St",10040
M036,Herald Square,"Broadway, Av Of Americas, bet. W 34 St and W 35 St",10001
M037,Highbridge Park,"W 155 St and Dyckman St, Edgecombe Av & Amsterdam Av","10032, 10033, 10039, 10040, 10452"
M034,Hancock Park,"St Nicholas Av, Manhattan Av, W 123 St",10027
M035,Colonel Charles Young Triangle,"7 Ave., Macombs Pl., At W. 153 St.",10039
B315,Surf Playground,Surf Ave. between W. 25 St. and W. 27 St.,11224
B317,Lafayette Gardens Playground,Lafayette Ave. and Franklin Ave.,11205
B316,Di Gilio Playground,Ave. F bet. McDonald Ave. and E. 2 St.,11218
B311,Ten Eyck Playground,Scholes St bet. Bushwick Av and Waterbury St,11206
B310,Bushwick Playground,Flushing Ave. bet.. Beaver St. and Garden St.,11206
B313,El Shabazz Playground,Macdonough St. between Malcolm X Blvd. and Stuyvesant Ave.,11233
B312,Woodruff Playground,Stanley Ave. between Autumn Ave. and Hemlock St.,11208
QZ67,Horsebrook Island,90 St & 56 Av & Justice Av,null
B329,Lindower Park,Strickland Ave. between Mill Ave. and E. 60 Pl.,11234
B326,Cobble Hill Park,Clinton St. between Verandah Pl. and Congress St.,11201
B325,Fish Playground,Fulton St. between Saratoga Ave. and Hopkinson Ave.,11233
B324,Jacob Joffe Fields,Ave. K between E. 58 St. and E. 59 St.,11234
B323,Hattie Carthan Playground,Monroe St. to Madison St. between Marcy Ave. and Tompkins Ave.,11216
B322,Pulaski Playground,Hart St. to Pulaski St. between Throop Ave. and Marcus Garvey Blvd.,11206
M200A,Anibal Aviles Playground,"W. 108 St. to W. 109 St., Columbus Ave. and Amsterdam Ave.",10025
B321,Edmonds Playground,Dekalb Ave. between Adelphi St. and Carlton Ave.,11205
B320,Park Slope Playground,Berkeley Pl. and Lincoln Pl. between 5 Ave. and 6 Ave.,11217
QZ59,Nathaniel Hawthorne Triangle,210 St & Oceania St,null
QZ54,Greenstreet,surrey pl & union tp,null
Q174A,St. Michael's Playground,"30 Ave. To 31 Ave. and Boody St., BQE",11377
M203E,Tudor Grove Playground,E. 42 St. bet. 1 Ave. and 2 Ave.,10017
M203D,Mary O'Connor Playground,E. 42 St. bet. 1 Ave. and 2 Ave.,10017
B332,Evergreen Playground,Decatur St. to Schaefer St. between Bushwick Ave. and Evergreen Ave.,11207
B335,Bildersee Playground,Flatlands Ave. between E. 81 St. and E. 82 St.,11236
B334,Fermi Playground,"Central Ave., Troutman St. and Starr St.",11221
M203A,Trygve Lie Plaza,"1 Ave., E. 41 St. to E. 42 St.",10017
B337,Century Playground,W. Brighton Ave. between W. 2 St. and W. 3 St.,11224
B336,Abe Stark Skating Rink,Surf Ave. to the Boardwalk between W. 19 St. and W. 20 St.,11224
M203C,Dag Hammarskjold Plaza,E. 47 St. bet. 1 Ave. and 2 Ave.,10017
B339,Newport Playground,Riverdale Ave. between Thatpord Ave. and Osborn St.,11212
M203B,Ralph Bunche Park,"1 Ave., E. 42 St. to E. 43 St.",10017
B338,Tom McDonald Triangle,"Ft Hamilton Pkwy., 83 St., 6 Ave.",11209
B330,Hickman Playground,Veterans Ave. between E. 66 St. and E 68 St.,11234
B331,Neptune Playground,W. 12 St. between Neptune Ave. and Surf Ave.,11224
QZ82,Greenstreet,Horace Harding Ser. Rd.(West) & FL Blvd,null
B346,Ericsson Playground,Manhattan Ave. and Leonard St.,11222
B345,Ethan Allen Playground,Wortman Ave. between Vermont St. and New Jersey Ave.,11207
B343,Osborn Playground,"Linden Blvd., Osborn St., Rockaway Ave., Hegeman Ave.",11212
B349,Bath Playground,Bath Ave. between 24 Ave. and Bay 37 St.,11214
B348,Willoughby Playground,"Tompkins Ave., Willoughby Ave., Vernon Ave.",11206
B347,Carver Playground,Sumpter St. to Marion St. between Howard Ave. and Ralph Ave.,11233
B342,100% Playground,Glenwood Rd. between E. 100 St. and E. 101 St.,11236
MZ69,GREENSTREET,First Ave Between E 47 St And E 46 St,null
B340,Garden Playground,Flushing Ave. between Beaver St. and Garden St.,11206
QZ71,Greenstreet,francis lewis bl & 157 st,null
B358,De Hostos Playground,Harrison Ave. between Walton St. and Lorimer St.,11206
B359,Eleanor Roosevelt Playground,Kosciuszko St. to Dekalb Ave. between Lewis Ave. and Stuyvesant Ave.,11221
QZ29,Erewhon Mall,Utopia Pkwy & 188 St & Bagley Av,null
B356,North Pacific Playground,Pacific St. between Nevins St. and 3 Ave.,11217
B357,Jackie Robinson Playground,Montgomery St. between Franklin Ave. and McKeever Pl.,11225
X112,Hilton White Playground,Cauldwell Ave bet. E. 161 St  and E. 163 St.,10456
X113,Hunts Point Playground,Spofford Av bet. Faile St and Hunts Point Av,10474
X110,Henry Hudson Parkway,Harlem River to the Saw Mill River Pkwy,"10463, 10471"
X111,Cedar Playground,W 179 St bet. Cedar Av and Sedgwick Av,10453
X116,Rev J Polite Playground,Rev James Polite Av to Interval Av bet. E 167 St and Home St,10459
X114,Goble Playground,Goble Pl bet. Inwood Av and Macombs Rd,10452
X115,Mott Playground,Morris Av bet. Mc Clellan St and E 166 St,10456
X108,Belmont Playground,E 182 St bet. Belmont Av and Croton Av,10457
X107,Hawkins Park,City Island Ave. bet. Fordham St. and Hawkins St.,10464
QZ20,Hillcrest Veteran's Square,Union Tpke & 162 St,null
B351,Kosciuszko Pool,Marcy Ave. between Kosciuszko St. and Dekalb Ave.,11216
B350,Stroud Playground,Sterling Pl. to Park Pl. between Classon Ave. and Washington Ave.,11238
B353,Bergen Beach Playground,E. 71 St. between Ave. N and Ave. T,11234
B352,Curtis Playground,Foster Ave. between E. 81 St. and E. 82 St.,11236
QZ28,Greenstreet,53 Av bet 196 st & 195 st E,null
QZ21,Greenstreet,Kissena Bl 72 Av & 153 St,null
QZ24,Dickson Triangle,Rockaway Blvd & 97 Av & 84 St,null
Q066C,Triborough Bridge Playground C,Hoyt Ave. bet. 23 St. and  24 St.,11102
Q066D,Triborough Bridge Playground D,"Hoyt Ave., bet. 24 St. and Crescent St.",11102
B369,Steeplechase Park,"Surf Ave. between W. 16 St. and W. 19 St., Public Beach",11224
Q066E,Triborough Bridge Playground E,"Hoyt Ave., bet. Crescent St. and 26 St.",11102
Q066F,Hoyt Playground,"Hoyt Av, 29 To 31 Sts",11102
B367,Livonia Park,Livonia Ave. between Powell St. and Junius St.,11212
Q010,Clearview Park Golf Course,"202 St., Clearview Exwy., bet. Cross Island Pkwy. and 23 Ave.",11360
QZ19,Haym Sol. Square,"Main St Vleigh Pl 72nd Dr, & 72 Road",null
B366,Duke Park,New Jersey Ave. between Blake Ave. and Dumont Ave.,11207
Q066B,Triborough Bridge Playground B,Hoyt Ave. bet. 21 St. and 23 St.,11102
X101,Hutchinson River Parkway,Whitestone Bridge Approach to the NYC-Westchester County Line,"10461, 10462, 10465, 10469, 10475"
X102,Ciccarone Park,E 188 St bet. Arthur Av and Hughes Av,10458
X103,People's Park,E. 141 St. bet. Brook Ave. and St Ann's Ave.,10454
Q066G,Sitting Area,Hoyt Ave. bet. 19 St. and 21 St.,11102
X104,Williamsbridge Oval,"Van Cortlandt Ave. East, Resevoir Oval E",10467
Q066H,Chappetto Square,Hoyt Ave. bet. 21 St. and 23 St.,11102
X105,Jerome Slope,Jerome Ave. at E. 165 St.,10452
X106,Garrison Playground,E 146 St bet. Walton Av and Grand Concourse,10451
B364,Woods Playground,"Bergen St., Utica Ave., Rochester Ave., St Mark's Ave.",11213
B363,Houston Playground,Glenmore Ave. between Powell St. and Sackman St.,11212
QZ17,Greenstreet,75 Av 188 To 193 Sts,null
B362,Chester Playground,Chester St. to Bristol St. between Sutter Ave. and Pitkin Ave.,11212
QZ14,Invictus Triangle,Henley Rd & Charlecote Ridge,null
B361,Boerum Park,Warren St. to Baltic St. between Hoyt St. and Smith St.,11201
QZ15,Kingsford Triangle,Wexford Terr & Kingston Pl & Hillside Ave,null
B360,Remsen Playground,Remsen Ave. and Glenwood Rd.,11236
MT04,Coenties Slip,Coenties Slip bet. Pearl St. and Water St.,10004
X130,Barry Plaza,E 173 St bet. Clay Av and Anthony Av,10457
B376,Fidler-Wyckoff House Park,"E. 59 St.,Ditmas Ave., Clarendon Rd., Ralph Ave.",11203
X131,Lozada Playground,E 135 St bet. Alexander Av and Willis Av,10454
B377,Floyd Patterson Ballfields,"Christopher Ave., Riverdale Ave., Newport St., Mother Gaston Blvd.",11212
B378,University Place,Flatbush Ave. at Fleet St.,11201
B379,Coney Island Creek Park,Bay View Ave. between Sea Gate Ave. and W. 33 St.,11224
Q067A,Hart Playground,"Broadway, 37 Ave. bet. 65 St. and 69 St.",11377
X138,Playground One Thirty Four CXXXIV,E. 133 St. and Bruckner Blvd. bet. St Ann's Pl. and Cypress Ave.,10454
X139,Gouverneur Morris Triangle,"Bruckner Blvd., Jackson Ave., E. 138 St.",10454
X136,Harris Park,Paul Ave. - Goulden Ave. bet. Bedford Par,10468
X137,Jerome Park,Goulden Av bet. W 205 St and Sedgwick Av,10468
X134,Freeman Triangle,"Freeman St, Longfellow Av, W Farms Rd",10459
X133,Derosa O'Boyle Triangle,Dewey Ave. bet. E. Tremont Ave. and Edison Ave.,10465
X129,Devanney Triangle,E. Burnside Ave. bet. Creston Ave. and G,10453
B371,Spring Creek Park,"Shore Pkwy and Seaview Ave., Schenk Ave.","11208, 11239, 11414"
MT01,Manahatta Park,Wall St bet. Water St and South St,10005
B372,Friends Field,"Ave. L, E. 4 St., Mcdonald Ave., Ave. M",11230
B375,Chiarantano Playground,Farragut Rd. between E. 45 St. and E. 46 St.,11203
QZ49,Greenstreet,Justice Av At Broadway,null
B389,Umma Park,Woodruff Ave. and Ocean Ave.,11226
B387,Saratoga Ballfields,Hopkinson Ave. between Pacific St. and Dean St.,11233
X120,Highbridge Park,Dr. MLK Jr. Blvd. at W. 170 St.,10452
